Stimulus,descriptors
25311,"['spicy', 'herbaceous']"
25611,"['oily', 'herbaceous', 'green']"
26331,"['butter', 'musty', 'woody', 'nutty']"
26333,['apple']
26334,"['almond', 'beef', 'caramel', 'cheese', 'corn']"
26447,"['berry', 'minty', 'fruity', 'peach', 'raspberry']"
26808,"['chocolate', 'hazelnut']"
27457,"['hazelnut', 'earthy', 'potato']"
27892,"['butter', 'musty', 'strawberry', 'fishy', 'animal', 'vegetable', 'waxy', 'earthy']"
28905,"['hazelnut', 'vegetable', 'meaty']"
29096,"['butter', 'meaty', 'alliaceous (onion, garlic)']"
30215,"['beef', 'chocolate']"
30248,"['medicinal', 'minty', 'vanilla']"
31211,"['clove', 'creamy', 'spicy', 'sweet', 'animal']"
31219,"['apple', 'banana', 'berry', 'jam', 'jasmine']"
31225,"['rose', 'sweet']"
31226,"['floral', 'spicy', 'fruity', 'sweet']"
31234,"['balsam', 'hyacinth', 'floral', 'sweet']"
31242,"['alcohol', 'medicinal']"
31246,"['apple', 'banana', 'cheese', 'nutty', 'peanut']"
31249,"['apple', 'apricot', 'chocolate', 'cranberry']"
31252,"['meaty', 'nutty', 'medicinal', 'woody']"
31260,"['oily', 'whiskey']"
31265,"['apple', 'banana', 'pineapple', 'wine-like']"
31266,"['fatty', 'pineapple']"
31268,['animal']
31272,"['banana', 'fruity', 'sweet', 'green']"
31276,"['banana', 'pear']"
31283,"['waxy', 'soapy']"
31284,"['honey', 'fatty']"
31289,"['apple', 'coconut', 'grape', 'grapefruit']"
31353,"['gardenia', 'jasmine']"
31954,"['apple', 'apricot', 'berry', 'cherry', 'chocolate', 'grape', 'grapefruit', 'honey', 'hyacinth', 'lemon']"
32065,"['earthy', 'peanut']"
32093,"['chocolate', 'nutty', 'vegetable']"
32594,"['green', 'pepper', 'vegetable']"
33032,['sweet']
33135,"['apple', 'green', 'plum']"
33637,"['floral', 'earthy', 'walnut']"
33931,"['caramel', 'fruity']"
33960,"['almond', 'coconut', 'mushroom', 'sweet']"
38679,"['carnation', 'cheese', 'chocolate', 'clove']"
47649,"['chocolate', 'fatty', 'peanut', 'sulfurous']"
60979,"['anise', 'fruity']"
60983,"['apple', 'berry', 'butter', 'cheese', 'oily']"
60985,"['fruity', 'rose']"
60995,"['hyacinth', 'green', 'spicy']"
60997,['hyacinth']
60998,"['chocolate', 'honey', 'musty', 'waxy']"
60999,"['honey', 'floral', 'sweet']"
61007,"['cherry', 'floral', 'raspberry', 'sweet']"
61015,['oily']
61016,"['cantaloupe', 'cucumber', 'grapefruit']"
61020,"['balsam', 'spicy']"
61024,"['creamy', 'earthy', 'soapy', 'woody', 'green']"
61027,"['butter', 'wine-like']"
61030,"['musty', 'citrus', 'green', 'fruity']"
61040,"['green', 'herbaceous', 'citrus', 'woody']"
61045,['sulfurous']
61048,"['chocolate', 'floral', 'rose']"
61052,['floral']
61054,"['floral', 'sweet']"
61096,['waxy']
61098,"['herbaceous', 'pear', 'sweet']"
61137,"['apple', 'ethereal', 'raspberry']"
61151,"['hyacinth', 'herbaceous']"
61155,"['musty', 'woody', 'walnut']"
61166,"['floral', 'spicy']"
61171,"['coffee', 'alliaceous (onion, garlic)']"
61183,"['geranium', 'honey', 'raspberry', 'green']"
61184,"['creamy', 'pineapple', 'sweet', 'waxy']"
61185,"['wine-like', 'sweet']"
61192,['meaty']
61199,"['caramel', 'maple']"
61200,"['butter', 'caramel', 'musty']"
61204,"['butter', 'coconut', 'waxy']"
61209,"['caramel', 'maple', 'smoky', 'nutty', 'coffee']"
61229,"['balsam', 'floral']"
61235,"['cheese', 'herbaceous', 'fruity', 'green']"
61282,"['meaty', 'coffee', 'alliaceous (onion, garlic)']"
61293,"['grape', 'citrus', 'smoky']"
61294,"['coconut', 'oily', 'fruity', 'sweet']"
61319,"['apple', 'apricot', 'ethereal']"
61331,"['smoky', 'meaty']"
61334,"['berry', 'sweet', 'fruity']"
61337,"['caramel', 'fruity']"
61341,"['almond', 'cheese', 'cherry', 'floral', 'pineapple', 'strawberry', 'sweet']"
61375,"['banana', 'pineapple', 'sweet']"
61384,"['banana', 'green', 'rose']"
61386,"['beer', 'brandy', 'creamy', 'grape', 'winelike', 'waxy', 'plum', 'rum']"
61400,"['floral', 'woody', 'sweet']"
61403,"['leafy', 'herbaceous', 'green', 'ethereal']"
61408,"['oily', 'ethereal', 'fruity']"
61416,"['honey', 'herbaceous', 'rose']"
61417,"['floral', 'fruity', 'vanilla']"
61448,"['apricot', 'banana', 'musty', 'oily', 'fruity']"
61450,"['green', 'pineapple']"
61455,['apple']
61466,"['peach', 'pear', 'sweet']"
61523,"['carnation', 'medicinal']"
61527,"['meaty', 'nutty']"
61592,"['citrus', 'pineapple']"
61631,['melon']
61633,"['anise', 'herbaceous']"
61634,"['coffee', 'sweet']"
61641,"['fruity', 'sulfurous']"
61653,"['chocolate', 'hazelnut', 'coffee']"
61658,['berry']
61660,"['coffee', 'alliaceous (onion, garlic)']"
61663,['cherry']
61664,"['butter', 'balsamic']"
61743,"['cheese', 'fruity', 'vegetable', 'waxy', 'earthy']"
61771,"['musty', 'woody', 'vanilla', 'spicy', 'green']"
61808,"['earthy', 'meaty', 'nutty', 'green']"
61812,"['chocolate', 'fruity']"
61814,"['almond', 'cherry', 'spicy', 'sweet']"
61840,"['fatty', 'fruity', 'green']"
61845,['potato']
61918,"['oily', 'nutty', 'meaty', 'vegetable']"
61922,"['fruity', 'sweet']"
61955,"['musty', 'fruity']"
61982,['berry']
61995,"['coffee', 'sweet', 'alliaceous (onion, garlic)']"
62003,['meaty']
62013,['fruity']
62024,"['banana', 'green']"
62089,"['cheese', 'musty', 'mossy', 'green', 'plastic']"
62105,"['alliaceous (onion, garlic)', 'meaty']"
62128,['sulfurous']
62131,"['caramel', 'nutty', 'fruity', 'coffee', 'vegetable', 'fishy', 'meaty', 'alliaceous (onion, garlic)']"
62161,"['oily', 'green']"
62321,['banana']
62326,['meaty']
62328,"['coconut', 'herbaceous']"
62332,"['balsam', 'carnation', 'hyacinth', 'rose']"
62334,"['woody', 'citrus', 'fruity']"
62336,"['spicy', 'earthy', 'walnut']"
62341,"['apple', 'apricot', 'gardenia', 'green']"
62348,['anise']
62351,"['vegetable', 'alliaceous (onion, garlic)']"
62374,"['musty', 'woody', 'sweet']"
62375,"['nutty', 'floral']"
62378,"['green', 'floral', 'fruity']"
62385,"['fruity', 'wine-like']"
62444,"['cheese', 'musty', 'vegetable', 'animal']"
62445,"['apple', 'fatty', 'sweet', 'waxy', 'minty', 'winelike', 'soapy', 'herbaceous']"
62465,"['smoky', 'meaty']"
62510,"['nutty', 'meaty']"
62539,"['caramel', 'creamy', 'coffee']"
62553,"['honey', 'wine-like', 'ethereal', 'rose']"
62572,"['grape', 'sweet']"
62578,"['plum', 'raspberry', 'strawberry']"
62580,"['berry', 'jam']"
62583,"['waxy', 'floral', 'citrus', 'sweet']"
62592,"['green', 'sweet']"
62661,"['musty', 'herbaceous', 'green', 'floral']"
62835,"['caramel', 'celery', 'maple', 'seedy', 'nutty']"
62900,"['coconut', 'green']"
62902,['pineapple']
62907,['apple']
64805,"['herbaceous', 'floral']"
65413,"['melon', 'green', 'spicy', 'earthy', 'vegetable', 'pepper']"
69320,"['green', 'minty', 'floral']"
69460,['cheese']
74008,"['oily', 'fatty']"
74096,"['fatty', 'sweet']"
76654,"['apricot', 'berry', 'grape', 'honey', 'oily']"
78006,"['berry', 'creamy']"
78120,"['fruity', 'ethereal', 'green']"
78126,['floral']
78199,"['apricot', 'sweet', 'vegetable', 'coffee']"
78435,['fruity']
78925,"['creamy', 'sulfurous', 'alliaceous (onion, garlic)']"
79148,['meaty']
79406,"['caramel', 'creamy', 'vanilla']"
82227,['turpentine']
82229,"['sweet', 'vanilla']"
85224,['nutty']
85522,"['cheese', 'nutty', 'sulfurous', 'meaty']"
86733,"['apple', 'creamy', 'musty', 'pineapple']"
86751,['vegetable']
88301,"['berry', 'medicinal', 'woody', 'minty', 'vanilla']"
88454,"['apple', 'apricot', 'cheese', 'creamy', 'melon', 'musty', 'oily', 'fruity', 'floral', 'green', 'fatty', 'pear']"
90984,"['grapefruit', 'citrus', 'sulfurous']"
91497,"['herbaceous', 'sweet']"
92874,"['minty', 'spicy', 'vanilla']"
93009,"['woody', 'sweet']"
93009,['minty']
94349,"['cherry', 'creamy', 'minty', 'sweet']"
95392,"['musty', 'sweet']"
98218,['medicinal']
98330,"['meaty', 'sulfurous']"
101010,"['tropical', 'green']"
101989,"['anise', 'spicy', 'sweet']"
102861,"['jasmine', 'sweet']"
103034,"['almond', 'green', 'coffee', 'meaty']"
103404,"['almond', 'earthy', 'pineapple']"
103589,"['green', 'fruity']"
104721,"['caramel', 'hazelnut']"
106997,"['berry', 'lime', 'earthy', 'vanilla']"
107217,['sweet']
108765,['meaty']
111037,"['herbaceous', 'spicy', 'citrus']"
145742,['meaty']
159055,"['medicinal', 'woody', 'vanilla']"
161875,"['spicy', 'sweet']"
169110,"['fruity', 'sweet']"
170833,['minty']
219672,"['woody', 'spicy', 'sweet']"
220674,"['berry', 'mango', 'melon', 'oily', 'orange']"
226486,['meaty']
228604,"['oily', 'wine-like', 'ethereal', 'fruity']"
228769,"['honey', 'rose']"
229385,"['ethereal', 'fruity', 'wine-like']"
229387,"['waxy', 'fatty', 'citrus']"
229888,"['fruity', 'green', 'floral']"
234237,"['jasmine', 'herbaceous']"
238498,"['berry', 'green', 'mossy']"
240119,"['apple', 'fruity', 'sage', 'sweet']"
240925,"['anise', 'apricot', 'banana', 'chocolate']"
243783,"['apple', 'pineapple']"
246728,"['banana', 'berry', 'butter', 'cheese', 'musty']"
248488,"['meaty', 'sulfurous']"
251531,['musty']
287439,"['fruity', 'green', 'sweet']"
369312,"['green', 'fatty']"
429065,"['ethereal', 'wine-like']"
439250,"['herbaceous', 'minty', 'camphoraceous']"
439570,"['minty', 'herbaceous']"
440967,['woody']
441246,"['lemon', 'orange', 'floral', 'citrus', 'sweet']"
442495,"['cinnamon', 'lime', 'herbaceous', 'fruity']"
443158,"['floral', 'woody']"
443162,['lilac']
443314,"['floral', 'sweet', 'animal']"
443315,"['apple', 'lavender', 'green']"
444041,['jasmine']
444539,"['cinnamon', 'honey', 'spicy', 'floral', 'sweet']"
444972,['sour']
445070,"['anise', 'apricot', 'balsam', 'clove', 'grapefruit', 'oily', 'orange', 'floral', 'peach', 'pear']"
445639,['fatty']
445858,['banana']
459494,['woody']
494311,['sweet']
517827,"['floral', 'vegetable']"
518937,['coffee']
519382,['woody']
519539,"['chocolate', 'musty', 'herbaceous', 'nutty']"
519709,"['grape', 'meaty', 'vegetable', 'alliaceous']"
519786,"['apricot', 'honey']"
519890,"['hazelnut', 'fruity']"
519907,"['fruity', 'nutty']"
520098,"['green', 'vegetable', 'pepper']"
520108,"['chocolate', 'hazelnut', 'fruity', 'meaty']"
520148,"['floral', 'fruity']"
520191,['meaty']
520326,['fruity']
520567,"['plum', 'wine-like']"
521238,"['apple', 'minty', 'rose']"
522673,"['fatty', 'spicy', 'pepper']"
522674,"['caramel', 'coffee']"
522676,"['apricot', 'floral']"
528108,"['fruity', 'ethereal', 'sweet']"
529253,"['berry', 'cheese', 'sweet']"
537682,"['grape', 'green', 'floral', 'herbaceous']"
539829,"['almond', 'cherry', 'chocolate', 'creamy']"
540124,['chocolate']
543664,['fruity']
548353,"['alliaceous (onion, garlic)']"
549519,['cheese']
551316,"['cheese', 'pineapple']"
556940,"['meaty', 'coffee', 'animal']"
565690,"['fruity', 'woody', 'sweet']"
566940,"['musty', 'minty', 'earthy']"
570574,"['fruity', 'earthy']"
576240,"['floral', 'fruity']"
576263,"['apricot', 'sweet']"
578423,['apple']
595928,"['alliaceous (onion, garlic)']"
605629,"['creamy', 'hyacinth', 'jasmine', 'green']"
636687,"['vegetable', 'green']"
637511,"['cinnamon', 'clove', 'spicy']"
637511,"['cinnamon', 'clove', 'spicy', 'sweet', 'vanilla']"
637520,"['balsam', 'fruity', 'strawberry']"
637564,"['floral', 'citrus', 'green']"
637758,"['cinnamon', 'spicy', 'plum', 'sweet']"
637759,"['almond', 'anise', 'balsam', 'butter', 'cherry']"
637776,['spicy']
638011,['lemon']
638014,"['almond', 'balsam', 'berry', 'grape', 'jam']"
638024,"['pepper', 'animal']"
638122,"['butter', 'cheese', 'fruity']"
641248,['ethereal']
641294,"['cinnamon', 'creamy', 'fruity', 'spicy', 'floral']"
641298,"['spicy', 'floral', 'sweet']"
641423,"['balsam', 'peach']"
641834,"['sulfurous', 'meaty', 'alliaceous (onion, garlic)']"
643460,"['almond', 'apple', 'herbaceous', 'green']"
643731,"['green', 'waxy', 'violet', 'vegetable']"
643820,['citrus']
643941,"['apple', 'grape', 'lilac', 'orange', 'floral']"
764139,"['floral', 'spicy', 'sweet']"
778574,"['fruity', 'peach', 'sweet']"
853433,"['clove', 'sweet', 'woody', 'spicy']"
876160,"['carnation', 'rose', 'spicy']"
929336,['spicy']
1549018,"['jasmine', 'fruity']"
1549026,"['fruity', 'floral', 'rose', 'sweet']"
1549521,"['woody', 'spicy', 'nutty']"
1549778,"['apple', 'rose', 'green', 'woody', 'vegetable']"
1550470,"['fruity', 'ethereal']"
1550884,"['jasmine', 'lily', 'sweet']"
1550890,"['almond', 'balsam', 'berry', 'carnation']"
1551246,"['rose', 'sweet']"
1712058,"['jasmine', 'lily', 'sweet']"
1742210,"['cinnamon', 'sweet', 'woody', 'spicy']"
2724059,"['earthy', 'ethereal', 'fruity']"
2724159,"['cherry', 'oily', 'green']"
2733294,"['apple', 'banana', 'grape', 'fruity', 'peach']"
3034463,['balsam']
3321360,"['medicinal', 'camphoraceous', 'minty']"
3479589,['spicy']
3578033,"['fruity', 'vegetable']"
3591866,"['musty', 'animal']"
3734338,"['almond', 'sweet']"
4120025,"['caramel', 'grape', 'maple', 'mushroom']"
5084146,"['caramel', 'cherry', 'creamy', 'woody']"
5271566,"['banana', 'citrus']"
5273464,"['balsam', 'fruity']"
5273467,['chocolate']
5273469,"['apricot', 'cherry', 'chocolate', 'floral']"
5275520,"['lemon', 'rose', 'woody', 'wine-like']"
5280443,"['spicy', 'vanilla']"
5280450,"['cheese', 'fruity', 'vegetable', 'herbaceous', 'sweet', 'walnut', 'green', 'meaty', 'earthy']"
5281162,"['apple', 'creamy', 'wine-like', 'waxy']"
5281163,"['caramel', 'raspberry', 'fruity']"
5281167,['green']
5281168,"['almond', 'apple', 'green', 'plum', 'sweet']"
5281515,"['woody', 'spicy']"
5282108,"['berry', 'cherry', 'woody', 'raspberry', 'violet']"
5282109,"['green', 'fruity', 'rose', 'sweet']"
5282110,"['floral', 'balsamic']"
5282708,['cheese']
5282714,"['caramel', 'maple', 'smoky', 'nutty', 'coffee']"
5283316,"['apple', 'lemon', 'green', 'fatty', 'spicy']"
5283321,"['cinnamon', 'hazelnut', 'fatty']"
5283324,"['spicy', 'herbaceous', 'green']"
5283335,"['waxy', 'fatty']"
5283339,"['melon', 'fatty', 'floral', 'fishy', 'vegetable']"
5283345,"['oily', 'orange', 'floral', 'citrus', 'fatty', 'waxy']"
5283356,"['orange', 'herbaceous', 'fruity']"
5283361,"['orange', 'fatty', 'herbaceous']"
5283363,"['waxy', 'citrus']"
5284503,"['musty', 'fatty', 'sweet']"
5284507,"['apple', 'citrus', 'woody', 'green', 'rose']"
5311110,['rose']
5315892,"['balsam', 'hyacinth', 'sweet']"
5318042,"['apple', 'banana', 'orange', 'green', 'fatty']"
5318599,"['citrus', 'fruity', 'green', 'vegetable', 'earthy']"
5319754,"['fruity', 'green']"
5319765,"['chocolate', 'nutty', 'meaty', 'green']"
5324489,"['alcohol', 'almond', 'apple', 'vegetable']"
5352162,"['orange', 'floral', 'green', 'sweet']"
5352435,['lemon']
5352438,"['butter', 'green', 'wine-like']"
5352461,"['apple', 'cheese', 'green', 'meaty']"
5352539,"['apple', 'orange', 'nutty', 'sweet', 'ethereal']"
5352543,"['apple', 'green', 'vegetable']"
5352799,"['ethereal', 'fruity', 'pineapple', 'sweet']"
5352837,"['fatty', 'green']"
5354883,"['balsam', 'green', 'herbaceous']"
5355254,"['balsam', 'floral', 'fruity']"
5355850,"['balsam', 'spicy', 'fruity']"
5355851,"['balsam', 'fruity', 'sweet']"
5355853,"['fruity', 'rose', 'sweet']"
5355855,"['balsam', 'blueberry', 'grape', 'honey']"
5357002,"['herbaceous', 'raspberry', 'rose', 'strawberry', 'green']"
5362584,"['chocolate', 'musty', 'peach', 'sulfurous']"
5362588,"['butter', 'hazelnut']"
5362620,['orange']
5362622,['pineapple']
5362720,"['melon', 'citrus']"
5362814,"['butter', 'vegetable', 'fishy', 'minty']"
5362830,"['apple', 'berry', 'melon', 'fruity', 'rose']"
5362833,"['melon', 'green', 'vegetable', 'violet']"
5363120,"['apple', 'oily', 'vegetable', 'green']"
5363229,"['berry', 'butter', 'lemon', 'nutty', 'sweet']"
5363388,"['banana', 'green', 'vegetable']"
5363491,"['pineapple', 'sweet', 'wine-like']"
5363526,['citrus']
5364231,"['fruity', 'green']"
5364532,"['fruity', 'green']"
5364631,"['melon', 'green']"
5364729,"['berry', 'jam', 'green']"
5364919,['fruity']
5364941,"['melon', 'waxy', 'fatty', 'sweet', 'violet']"
5364942,"['jasmine', 'citrus', 'fatty', 'pear', 'earthy']"
5365027,"['melon', 'waxy']"
5365049,"['balsam', 'woody', 'green']"
5365069,"['apple', 'herbaceous', 'sweet', 'waxy']"
5365793,['fruity']
5365794,"['oily', 'citrus', 'green']"
5365976,"['floral', 'spicy', 'fruity', 'meaty', 'woody']"
5365991,"['berry', 'lilac', 'orange', 'floral', 'plum']"
5366038,['pineapple']
5366044,"['honey', 'rose']"
5366244,"['balsam', 'floral']"
5367681,"['apple', 'green']"
5367698,"['herbaceous', 'woody', 'mossy', 'sweet']"
5367706,"['woody', 'herbaceous', 'green']"
5367719,"['jasmine', 'melon', 'sweet', 'herbaceous']"
5367745,"['minty', 'sweet']"
5367785,"['apple', 'rose', 'sweet']"
5368076,"['green', 'violet']"
5369459,['sweet']
5370602,['chocolate']
5371102,"['balsam', 'green']"
5463682,"['fruity', 'wine-like']"
5463904,"['fatty', 'waxy']"
6076971,"['alcohol', 'jasmine']"
6114390,"['apple', 'cinnamon', 'honey', 'spicy', 'sweet']"
6429039,"['ethereal', 'sage', 'sweet']"
6435882,['melon']
6436710,"['fatty', 'citrus', 'waxy', 'rose', 'sweet']"
6850741,"['camphoraceous', 'minty']"
6850743,"['lemon', 'sour']"
6850745,"['honey', 'floral', 'herbaceous', 'fruity', 'citrus', 'minty', 'woody', 'spicy', 'camphoraceous', 'green']"
6950273,"['herbaceous', 'floral', 'vanilla']"
6999977,"['creamy', 'sweet']"
7076215,"['alcohol', 'minty', 'camphoraceous']"
9855795,"['nutty', 'fruity', 'vanilla', 'woody']"
10174581,"['creamy', 'waxy']"
10311044,"['musty', 'fatty', 'fruity']"
10857465,['floral']
11435490,"['herbaceous', 'sweet']"
12963317,"['fruity', 'green', 'citrus']"
14030006,['sage']
15461361,"['banana', 'fatty', 'pepper', 'vegetable']"
16129778,"['medicinal', 'woody']"
16212702,"['caramel', 'coconut', 'herbaceous', 'sweet']"
16220105,"['nutty', 'green']"
16220110,"['vegetable', 'green']"
23308252,"['fruity', 'minty', 'green']"
23673663,"['earthy', 'medicinal']"
23693089,"['minty', 'green', 'camphoraceous']"
24758199,"['cinnamon', 'herbaceous', 'spicy', 'sweet']"
24847856,['spicy']
44134940,"['lemon', 'musty', 'oily', 'fruity', 'rose', 'sweet']"
54675810,"['vanilla', 'woody']"
55251157,"['almond', 'caramel', 'musty', 'vegetable']"
91001317,"['whiskey', 'wine-like']"
92043553,['floral']
